timestamp,hostname,processor,cpu_count,power_method,board_size,num_positions,iterations,trial_num,total_latency_ms,total_power_mw,total_energy_uj,tree_size,selection_latency_ms,selection_power_mw,selection_energy_uj,selection_percent,expansion_latency_ms,expansion_power_mw,expansion_energy_uj,expansion_percent,simulation_latency_ms,simulation_power_mw,simulation_energy_uj,simulation_percent,backpropagation_latency_ms,backpropagation_power_mw,backpropagation_energy_uj,backpropagation_percent
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,2,4,200,1,0.189138,0.000000,0.000000,65,0.044425,0.000000,0.000000,26.305349,0.066359,0.000000,0.000000,39.293116,0.053422,0.000000,0.000000,31.632738,0.004676,0.000000,0.000000,2.768797
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,2,4,200,2,0.131108,0.000000,0.000000,65,0.039715,0.000000,0.000000,35.489924,0.026762,0.000000,0.000000,23.914928,0.040799,0.000000,0.000000,36.458603,0.004629,0.000000,0.000000,4.136544
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,2,4,200,3,0.123834,0.000000,0.000000,65,0.038499,0.000000,0.000000,36.970279,0.023628,0.000000,0.000000,22.689778,0.037399,0.000000,0.000000,35.913958,0.004609,0.000000,0.000000,4.425985
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,2,4,200,4,0.143882,0.000000,0.000000,65,0.044870,0.000000,0.000000,35.967359,0.020083,0.000000,0.000000,16.098339,0.054847,0.000000,0.000000,43.964826,0.004952,0.000000,0.000000,3.969475
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,2,4,200,5,0.120378,0.000000,0.000000,65,0.038486,0.000000,0.000000,37.860171,0.021811,0.000000,0.000000,21.456327,0.036635,0.000000,0.000000,36.039271,0.004721,0.000000,0.000000,4.644231
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,3,9,500,1,1.056379,133098.064236,140601.999999,500,0.149521,139247.125469,20820.369447,14.808018,0.631812,139247.125469,87978.004837,62.572371,0.216825,139247.125469,30192.257980,21.473562,0.011572,139247.125469,1611.367736,1.146049
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,3,9,500,2,0.617468,0.000000,0.000000,500,0.138292,0.000000,0.000000,24.219137,0.223086,0.000000,0.000000,39.069147,0.198445,0.000000,0.000000,34.753758,0.011180,0.000000,0.000000,1.957958
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,3,9,500,3,0.642686,223306.560280,143516.000000,500,0.147146,240652.489595,35411.051234,24.673940,0.228039,240652.489595,54878.153075,38.238352,0.209851,240652.489595,50501.165594,35.188526,0.011326,240652.489595,2725.630097,1.899182
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,3,9,500,4,0.645201,0.000000,0.000000,500,0.142712,0.000000,0.000000,23.844308,0.233874,0.000000,0.000000,39.075647,0.210669,0.000000,0.000000,35.198558,0.011261,0.000000,0.000000,1.881487
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,3,9,500,5,0.616656,237286.266575,146324.000001,500,0.140896,256507.615959,36140.897058,24.699227,0.222983,256507.615959,57196.837729,39.089170,0.195272,256507.615959,50088.755184,34.231401,0.011296,256507.615959,2897.510030,1.980201
